1788016866.685429385	96:db:97:a5:36:f0	01:00:5e:00:00:fb	151	37
1788016866.685587257	9e:b6:1c:4f:10:14	33:33:00:00:00:fb	139	38
1788016866.685746672	9e:b6:1c:4f:10:14	01:00:5e:00:00:fb	119	39
1788016866.686178252	9c:4e:36:2f:f0:b8	01:00:5e:00:00:fb	82	40
1788016866.686189803	a8:e2:91:cb:47:a6	ff:ff:ff:ff:ff:ff	60	41
1788016866.686443854	7a:6b:b1:1f:1d:c7	01:00:5e:00:00:fb	119	42
1788016866.686762144	7a:6b:b1:1f:1d:c7	33:33:00:00:00:fb	139	43
1788016866.686832284	0e:ef:15:03:c7:1a	ff:ff:ff:ff:ff:ff	60	44
1788016866.788621973	fe:e3:09:82:b8:e5	01:00:5e:00:00:fb	151	45
1788016866.788887204	fe:e3:09:82:b8:e5	33:33:00:00:00:fb	171	46
1788016866.789169698	0e:ef:15:03:c7:1a	ff:ff:ff:ff:ff:ff	60	47
1788016866.789303355	be:b3:51:01:2d:df	01:00:5e:00:00:fb	136	48
1788016866.790038928	be:b3:51:01:2d:df	33:33:00:00:00:fb	156	49
1788016866.790616027	ec:74:d7:26:84:a0	ff:ff:ff:ff:ff:ff	564	50
1788016866.889480026	8a:9a:f4:d8:1c:ed	ff:ff:ff:ff:ff:ff	60	51
1788016866.890612294	88:52:eb:08:5f:a5	01:00:5e:00:00:fb	573	52
1788016866.891194602	c0:74:ad:dc:21:48	ff:ff:ff:ff:ff:ff	564	53
1788016866.892177363	88:52:eb:08:5f:a5	33:33:00:00:00:fb	593	54
1788016866.892185619	28:c5:d2:2c:5e:e8	ff:ff:ff:ff:ff:ff	60	55
1788016866.892446772	f8:3d:c6:9d:92:4a	ff:ff:ff:ff:ff:ff	60	56
1788016866.893314790	c0:74:ad:dc:1f:d0	ff:ff:ff:ff:ff:ff	564	57
1788016866.894225878	c0:74:ad:dc:1f:d0	ff:ff:ff:ff:ff:ff	564	58
1788016866.895096962	ba:2c:1a:e5:48:eb	33:33:00:00:00:fb	139	59
1788016866.895085471	ec:74:d7:26:7f:a4	ff:ff:ff:ff:ff:ff	564	60
1788016866.895374256	ba:2c:1a:e5:48:eb	01:00:5e:00:00:fb	119	61
1788016866.934186932	20:58:43:71:e2:64	00:01:21:48:26:89	172	62
1788016866.934296705	20:58:43:71:e2:64	00:01:21:48:26:89	1514	63
1788016866.934303387	20:58:43:71:e2:64	00:01:21:48:26:89	1514	64
1788016866.934306062	20:58:43:71:e2:64	00:01:21:48:26:89	1514	65
1788016866.934308507	20:58:43:71:e2:64	00:01:21:48:26:89	1514	66
1788016866.934311512	20:58:43:71:e2:64	00:01:21:48:26:89	1514	67
1788016866.990175227	00:01:21:48:26:89	20:58:43:71:e2:64	60	68
1788016866.990186659	00:01:21:48:26:89	20:58:43:71:e2:64	60	69
1788016866.990186829	00:01:21:48:26:89	20:58:43:71:e2:64	60	70
1788016866.990187009	00:01:21:48:26:89	20:58:43:71:e2:64	60	71
1788016866.990187189	00:01:21:48:26:89	20:58:43:71:e2:64	60	72
1788016866.990187360	00:01:21:48:26:89	20:58:43:71:e2:64	60	73
1788016866.990273299	20:58:43:71:e2:64	00:01:21:48:26:89	1514	74
1788016866.990288828	20:58:43:71:e2:64	00:01:21:48:26:89	688	75
1788016866.995936731	b2:79:97:9b:49:90	01:00:5e:7f:ff:fa	199	76
1788016866.996101446	f8:3d:c6:9d:92:4a	ff:ff:ff:ff:ff:ff	60	77
1788016866.996250172	f2:25:10:67:41:02	ff:ff:ff:ff:ff:ff	60	78
1788016866.997240447	be:b3:51:01:2d:df	01:00:5e:00:00:fb	480	79
1788016866.997770348	be:b3:51:01:2d:df	33:33:00:00:00:fb	500	80
1788016867.000595082	00:01:21:48:26:89	20:58:43:71:e2:64	60	81
1788016867.000595542	00:01:21:48:26:89	20:58:43:71:e2:64	60	82
1788016867.030967434	20:58:43:71:e2:64	00:01:21:48:26:89	90	83
1788016867.031094920	20:58:43:71:e2:64	00:01:21:48:26:89	90	84
1788016867.093939615	fa:ff:97:48:29:db	33:33:00:00:00:fb	123	85
1788016867.094087429	fa:ff:97:48:29:db	01:00:5e:00:00:fb	103	86
1788016867.094400729	1a:12:c8:d0:94:05	01:00:5e:00:00:fb	132	87
1788016867.094607503	1a:12:c8:d0:94:05	01:00:5e:00:00:fb	84	88
1788016867.094909532	8a:24:71:b4:e4:d2	33:33:00:00:00:fb	139	89
